Frame,psnr,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,ssim,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
689,43.513730,4.564903,4.564903,0.929694,0.972018,0.922557,0.906487,0.913845,0.989251,0.681853,0.878199,0.925991,0.948629,80.528080,
690,43.222523,5.069252,5.069252,0.948747,0.970817,0.939448,0.933990,0.949013,0.991079,0.677781,0.887958,0.933525,0.956443,86.126403,
691,43.363884,5.533690,5.533690,0.945313,0.979347,0.946328,0.921595,0.931927,0.991051,0.672429,0.886825,0.933306,0.956023,85.903239,
692,44.549367,5.429770,5.553185,0.940206,0.978231,0.936050,0.912742,0.929230,0.991393,0.700743,0.895426,0.937624,0.957879,85.017857,
693,45.695934,5.060328,5.429770,0.941787,0.979220,0.942459,0.906197,0.930881,0.993167,0.735722,0.912979,0.948810,0.965313,85.991260,
694,45.345124,5.060328,5.060328,0.952708,0.984379,0.954257,0.931361,0.937081,0.992599,0.728299,0.905991,0.942712,0.959583,87.622450,
695,46.276991,4.511347,5.311820,0.963427,0.987198,0.963535,0.948592,0.953959,0.994324,0.754505,0.925338,0.956191,0.969264,90.640756,
696,43.482426,4.511347,4.511347,0.939107,0.972217,0.928650,0.916228,0.934456,0.989318,0.683863,0.878469,0.925322,0.946454,82.273481,
697,43.054568,4.938858,4.938858,0.948405,0.972452,0.933789,0.941810,0.944790,0.989239,0.661751,0.873363,0.921722,0.943671,84.416033,
698,42.754896,4.858500,4.987560,0.929351,0.972912,0.920401,0.903112,0.913493,0.989231,0.658823,0.871341,0.921115,0.944936,80.332822,
699,45.608952,4.584731,4.858500,0.957786,0.984092,0.953989,0.944378,0.946556,0.994564,0.735216,0.927925,0.960306,0.974182,90.076481,
700,44.828116,4.348588,4.584731,0.949283,0.974720,0.947818,0.929425,0.942535,0.992278,0.711702,0.906700,0.946361,0.963985,86.513451,
701,45.019567,4.348588,4.348588,0.946438,0.976623,0.944503,0.924821,0.936458,0.992115,0.710307,0.902547,0.942868,0.960592,85.484077,
702,46.208027,4.353008,4.353008,0.967958,0.987054,0.968179,0.956829,0.959894,0.994707,0.740124,0.928226,0.960282,0.974606,92.025933,
703,46.531424,4.812643,4.812643,0.967978,0.987437,0.970590,0.954146,0.960865,0.995457,0.758593,0.935636,0.964395,0.976749,92.973567,
704,45.567115,5.046394,5.255009,0.962055,0.984550,0.959301,0.947069,0.956602,0.994581,0.723877,0.924187,0.958257,0.973353,91.400207,
705,43.485902,4.785451,5.046394,0.940895,0.975627,0.936765,0.914532,0.934757,0.989533,0.670758,0.874367,0.923044,0.945658,82.833363,
706,43.893654,4.785451,4.785451,0.949742,0.972544,0.942762,0.928425,0.951713,0.990794,0.683977,0.886187,0.930967,0.951334,85.492922,
707,42.899458,4.982717,4.982717,0.958306,0.973917,0.945473,0.949386,0.963240,0.990970,0.669674,0.886069,0.931342,0.952375,87.666084,
708,44.873685,4.688047,4.995341,0.949024,0.980616,0.955547,0.924786,0.930087,0.992348,0.721349,0.906378,0.944610,0.961384,86.595267,
709,45.658524,4.121299,4.688047,0.939591,0.981303,0.938872,0.905264,0.922273,0.992381,0.749518,0.909534,0.945683,0.961716,83.950992,
710,46.013424,4.074651,4.121299,0.942307,0.982418,0.940581,0.912855,0.924288,0.992693,0.764585,0.918793,0.950133,0.964491,84.898722,
711,45.707398,4.074651,4.074651,0.949616,0.981224,0.952910,0.934637,0.926239,0.992558,0.756613,0.914136,0.948422,0.963521,86.312628,
712,44.603793,4.182829,4.182829,0.954769,0.976154,0.953029,0.939025,0.951167,0.991625,0.725744,0.901317,0.938826,0.956082,86.547207,
713,42.856653,5.584013,5.584013,0.957900,0.968858,0.951839,0.946084,0.964448,0.992639,0.686996,0.899763,0.940540,0.959066,89.222424,
714,43.181621,5.955346,5.955346,0.955164,0.977173,0.949626,0.941911,0.951465,0.992619,0.691934,0.901235,0.942319,0.960652,89.279174,
715,42.599562,5.549785,6.222528,0.954135,0.976812,0.946366,0.939296,0.953994,0.992236,0.675896,0.894564,0.937360,0.958430,88.180128,
716,44.891690,4.651522,5.549785,0.953582,0.978718,0.957364,0.940969,0.934803,0.992217,0.728272,0.908205,0.945092,0.962216,87.620799,
717,44.826995,4.540017,4.651522,0.962072,0.983278,0.949132,0.950317,0.961842,0.992776,0.728887,0.911910,0.947279,0.963298,89.498633,
718,45.671312,4.540017,4.540017,0.967467,0.988390,0.960540,0.945904,0.971224,0.993464,0.759087,0.918600,0.951240,0.966243,91.087264,
719,48.672192,4.763435,5.434006,0.974170,0.993666,0.975543,0.961817,0.962109,0.996572,0.822991,0.956672,0.975907,0.983700,95.425090,
720,46.152314,4.702415,4.763435,0.953207,0.984374,0.961163,0.932071,0.927341,0.993606,0.776639,0.925938,0.955070,0.967289,88.475401,
721,46.199919,4.543604,4.702415,0.960078,0.986238,0.964738,0.944696,0.941134,0.993280,0.770211,0.925519,0.956195,0.969821,90.006635,
722,47.985565,4.543604,4.543604,0.975396,0.991183,0.977123,0.963179,0.969724,0.996242,0.812581,0.952057,0.973679,0.983225,95.254550,
723,43.627054,5.940480,5.940480,0.959836,0.975515,0.952399,0.947512,0.963482,0.994440,0.718278,0.917261,0.952809,0.969149,91.420830,
724,48.346906,4.132071,6.040991,0.965462,0.990216,0.966293,0.944535,0.952243,0.996376,0.818319,0.952426,0.973607,0.982949,92.553792,
725,48.936030,4.067781,4.132071,0.971336,0.990766,0.970690,0.960504,0.959642,0.996513,0.830684,0.953760,0.974105,0.982587,93.755231,
726,48.133366,4.067781,4.067781,0.966733,0.991722,0.976482,0.955059,0.935793,0.995482,0.819233,0.944170,0.967293,0.977504,92.015057,
727,48.645261,4.409449,4.409449,0.969324,0.990980,0.973945,0.956525,0.950172,0.995978,0.830482,0.953725,0.973309,0.981432,93.624498,
728,45.355430,4.827931,4.936392,0.959551,0.982207,0.957846,0.939815,0.955865,0.993485,0.758458,0.920715,0.951905,0.965511,89.706585,
729,46.935428,4.351582,4.827931,0.953529,0.986616,0.959984,0.925755,0.931239,0.993821,0.793536,0.930898,0.959510,0.972173,88.702461,
730,46.592911,4.253367,4.351582,0.950831,0.982940,0.957347,0.925736,0.927319,0.994142,0.780193,0.926271,0.955477,0.968707,87.534951,
731,46.269978,3.987048,4.253367,0.949250,0.982064,0.954894,0.928018,0.923650,0.992810,0.765845,0.916572,0.948588,0.962668,86.071434,
732,45.720180,3.987048,3.987048,0.945956,0.984384,0.955332,0.918711,0.912468,0.992863,0.765955,0.917301,0.949959,0.964080,85.532468,
733,46.614548,4.130646,4.130646,0.950027,0.983189,0.954069,0.926808,0.926822,0.993477,0.776827,0.924613,0.954611,0.968128,87.120976,
734,46.039996,4.414997,4.414997,0.965527,0.984602,0.965469,0.950199,0.960323,0.993520,0.759732,0.920730,0.952944,0.967187,90.664060,
735,45.954791,4.660422,4.660422,0.967762,0.983206,0.966064,0.965226,0.955826,0.993726,0.761184,0.921515,0.952901,0.967139,91.449431,
736,48.142265,6.221971,38.248146,0.987900,0.985968,0.977325,0.987217,0.992026,0.997020,0.844737,0.967206,0.982818,0.989633,100.000000,
737,45.632451,6.112020,6.221971,0.975669,0.979030,0.953004,0.970048,0.984555,0.995528,0.796531,0.939908,0.964973,0.977509,96.373634,
738,45.450623,5.373391,6.112020,0.973184,0.976756,0.953446,0.968975,0.980976,0.995509,0.794892,0.940346,0.965895,0.978537,95.044071,
739,44.943583,5.373391,5.373391,0.979574,0.975799,0.948117,0.973345,0.992584,0.995234,0.781106,0.934975,0.963227,0.976874,96.158913,
740,44.392843,7.220502,7.220502,0.972539,0.973989,0.947397,0.962800,0.984903,0.994527,0.742306,0.930629,0.961668,0.975773,96.659981,
741,45.784551,9.709166,9.709166,0.972337,0.978301,0.954481,0.958296,0.982732,0.995311,0.776480,0.940829,0.968026,0.979730,100.000000,
742,45.373009,9.781371,22.552307,0.971576,0.976939,0.951379,0.959573,0.982986,0.995776,0.768562,0.935811,0.965103,0.978372,99.834080,
743,45.184278,9.781371,9.781371,0.973467,0.975604,0.946577,0.970913,0.982187,0.995753,0.764925,0.937496,0.966190,0.979077,100.000000,
744,45.489709,11.319525,11.525928,0.969448,0.976217,0.938710,0.962382,0.981475,0.995480,0.775193,0.939463,0.967719,0.980195,100.000000,
745,45.298192,9.690839,11.319525,0.973496,0.975105,0.947572,0.965266,0.985521,0.995280,0.765667,0.937435,0.966134,0.978986,100.000000,
746,45.170165,7.050865,9.690839,0.971842,0.976654,0.953847,0.959291,0.983402,0.995209,0.764472,0.933145,0.962777,0.976429,96.438762,
747,44.014417,6.899139,7.050865,0.970706,0.974301,0.944709,0.967764,0.980015,0.994947,0.749466,0.925058,0.957652,0.973427,95.512931,
748,45.284874,6.899139,6.899139,0.974776,0.976804,0.948538,0.964951,0.987443,0.995236,0.772500,0.940330,0.968348,0.980660,97.504401,
749,46.957397,8.513659,10.023802,0.979410,0.982050,0.959124,0.971947,0.988445,0.996619,0.809028,0.960553,0.980414,0.988383,100.000000,
750,47.314660,3.678658,8.513659,0.984816,0.984404,0.969037,0.981144,0.991392,0.997028,0.819977,0.966773,0.983609,0.990435,97.283887,
751,47.633338,3.678658,3.678658,0.986679,0.983920,0.964244,0.983350,0.995641,0.997319,0.828955,0.971197,0.986343,0.992018,97.962780,
752,47.437596,8.573110,10.377641,0.984070,0.980715,0.960293,0.980416,0.994328,0.997578,0.818140,0.970609,0.986081,0.991857,100.000000,
753,47.447878,4.445448,8.573110,0.988606,0.982191,0.973034,0.988352,0.994727,0.997731,0.822064,0.971902,0.986391,0.992245,99.381345,
754,46.829798,4.317521,4.445448,0.984890,0.980971,0.968126,0.984792,0.990999,0.997383,0.813173,0.966599,0.982953,0.990028,98.047584,
755,46.667838,4.317521,4.317521,0.988962,0.979852,0.966912,0.989120,0.997566,0.997248,0.808413,0.965143,0.982813,0.989842,98.906896,
756,46.387877,5.116594,6.879577,0.982957,0.977432,0.964182,0.980521,0.991412,0.997115,0.803589,0.962795,0.981421,0.989126,98.467361,
757,46.168923,5.116594,5.116594,0.983238,0.977921,0.959025,0.981757,0.992615,0.997143,0.806914,0.958812,0.979377,0.987956,98.332088,
758,47.511034,7.588662,7.588662,0.981427,0.985288,0.964419,0.978336,0.987310,0.997223,0.821347,0.961751,0.980445,0.988461,100.000000,
759,48.364499,12.696980,12.696980,0.984475,0.986900,0.970860,0.978207,0.991246,0.997165,0.839643,0.965158,0.982154,0.989451,100.000000,
760,48.661350,13.601007,14.974039,0.985596,0.987481,0.975491,0.978781,0.992217,0.997204,0.842982,0.967081,0.983647,0.990316,100.000000,
761,48.629100,13.601007,13.601007,0.980559,0.986714,0.977510,0.962335,0.988257,0.996970,0.849140,0.963459,0.980942,0.988424,100.000000,
762,50.324706,18.957666,33.356594,0.987789,0.991021,0.979718,0.983786,0.991352,0.998581,0.885192,0.972449,0.984937,0.990518,100.000000,
763,48.829413,18.957666,18.957666,0.984130,0.988002,0.963880,0.978979,0.991813,0.998030,0.857652,0.964184,0.980950,0.988157,100.000000,
764,48.127349,18.838160,19.147984,0.985031,0.986677,0.973524,0.980511,0.990035,0.997869,0.845766,0.960199,0.978933,0.987177,100.000000,
765,46.653456,18.838160,18.838160,0.982664,0.987330,0.968197,0.977410,0.988043,0.997190,0.814424,0.946346,0.971247,0.982548,100.000000,
766,47.432966,17.114225,23.148521,0.978570,0.986780,0.959482,0.970136,0.985760,0.997451,0.827185,0.952550,0.974497,0.984406,100.000000,
767,47.438455,11.906589,17.114225,0.981470,0.987218,0.965566,0.975997,0.986816,0.997699,0.825116,0.954848,0.975570,0.985233,100.000000,
768,45.700949,11.751420,11.906589,0.981097,0.987924,0.962735,0.975102,0.987793,0.997199,0.789211,0.943273,0.968955,0.981332,100.000000,
769,45.980283,11.751420,11.751420,0.978772,0.982578,0.961695,0.970977,0.986222,0.996911,0.799195,0.939873,0.967306,0.980288,100.000000,
770,48.204113,22.573195,40.748962,0.986685,0.986023,0.977531,0.983791,0.990839,0.998357,0.859004,0.964324,0.981102,0.988675,100.000000,
771,46.211586,22.573195,22.573195,0.986190,0.982516,0.978675,0.987065,0.988732,0.997191,0.815542,0.943101,0.969263,0.981586,100.000000,
772,49.615206,38.303101,38.303101,0.986642,0.988176,0.970550,0.987369,0.990952,0.998296,0.869792,0.970289,0.984470,0.990709,100.000000,
773,49.638705,37.675671,41.842171,0.985959,0.987898,0.982237,0.977148,0.991070,0.997965,0.868650,0.967556,0.982584,0.989132,100.000000,
774,49.023447,27.781551,37.675671,0.985993,0.992313,0.987575,0.972757,0.990103,0.997779,0.860141,0.964274,0.980635,0.988029,100.000000,
775,45.553983,18.373871,27.781551,0.983136,0.985271,0.978219,0.966745,0.991913,0.996004,0.785200,0.928812,0.960271,0.975021,100.000000,
776,41.510455,17.813974,18.373871,0.968773,0.974473,0.951572,0.950635,0.980682,0.991450,0.683069,0.860395,0.911900,0.940339,100.000000,
777,42.709474,17.813974,17.813974,0.975102,0.992661,0.962921,0.953375,0.984553,0.992047,0.711336,0.874239,0.922701,0.947857,100.000000,
778,42.419706,11.599028,20.888454,0.972292,0.991073,0.950059,0.950079,0.984476,0.991738,0.700811,0.866806,0.916590,0.943679,96.968815,
779,42.227105,11.599028,11.599028,0.966814,0.988114,0.936824,0.950744,0.977329,0.991628,0.692772,0.866059,0.915407,0.942895,95.664663,
780,43.721711,19.014263,19.014263,0.971899,0.993754,0.948925,0.956572,0.979755,0.992694,0.737104,0.889995,0.932597,0.954981,100.000000,
781,43.835950,23.914158,23.914158,0.979054,0.993891,0.954693,0.970625,0.985986,0.992741,0.724329,0.893997,0.936682,0.958559,100.000000,
782,43.536660,27.781384,27.781384,0.977721,0.996216,0.955658,0.969617,0.982591,0.992510,0.717483,0.888409,0.931555,0.954921,100.000000,
783,43.689645,2.275699,69.398499,0.959787,0.973100,0.937924,0.945225,0.975954,0.989702,0.555387,0.866052,0.945242,0.974784,87.144420,
784,42.612727,2.275699,2.275699,0.955166,0.965703,0.940940,0.935822,0.971367,0.985564,0.521489,0.841663,0.931158,0.967811,85.102473,
785,41.596576,2.342415,2.342415,0.952590,0.968673,0.927422,0.940766,0.967734,0.981309,0.476613,0.797306,0.909455,0.957602,83.137776,
786,41.153621,2.389654,2.413406,0.946810,0.965512,0.924322,0.931115,0.962322,0.979358,0.446446,0.784001,0.907035,0.959357,82.134025,
787,41.265249,2.389654,2.389654,0.945986,0.961587,0.920947,0.928622,0.966724,0.980397,0.450745,0.791675,0.910237,0.958985,82.027980,
788,40.920753,2.464441,2.464441,0.948120,0.966329,0.922574,0.920364,0.973660,0.977525,0.439404,0.771427,0.898188,0.952783,81.702269,
789,40.804358,2.556466,2.693413,0.944794,0.961936,0.909127,0.924727,0.973820,0.978276,0.430425,0.770819,0.897763,0.951885,81.058470,
790,40.475715,2.556466,2.556466,0.937021,0.955338,0.906961,0.920600,0.959120,0.977000,0.420684,0.762358,0.891760,0.949222,79.069283,
791,40.808171,2.650907,2.682200,0.940602,0.961608,0.911991,0.921277,0.961622,0.978730,0.434279,0.774034,0.897940,0.952962,80.360826,
792,40.735418,2.650907,2.650907,0.941212,0.960059,0.913984,0.922233,0.962275,0.979027,0.433017,0.775539,0.898183,0.951823,80.409475,
793,40.983980,2.588334,2.688402,0.945996,0.962171,0.912440,0.930075,0.970899,0.980277,0.444050,0.790832,0.909091,0.958270,82.180286,
794,40.932949,2.588334,2.588334,0.941982,0.957876,0.911221,0.921380,0.968872,0.981022,0.439951,0.793845,0.909721,0.958598,81.395180,
795,41.141376,2.637972,2.725783,0.948169,0.964553,0.917790,0.923133,0.978708,0.981467,0.450732,0.797272,0.910961,0.958639,82.761120,
796,41.935140,2.637972,2.637972,0.951874,0.961902,0.925623,0.939178,0.974172,0.986076,0.491014,0.839784,0.932839,0.968050,84.989719,
797,42.910961,2.677120,2.693725,0.957673,0.969407,0.936035,0.943642,0.976476,0.989430,0.540959,0.873334,0.948435,0.976912,87.506423,
798,42.957477,2.677120,2.677120,0.957779,0.965562,0.934722,0.946623,0.978219,0.990504,0.547218,0.882849,0.952372,0.978855,87.843966,
799,43.355351,2.736190,2.845115,0.961320,0.973556,0.942147,0.949654,0.976919,0.991115,0.568781,0.893574,0.957483,0.981071,89.041841,
800,43.333096,2.736190,2.736190,0.960462,0.967322,0.942599,0.955347,0.973471,0.991590,0.569140,0.898142,0.958621,0.981755,88.966263,
801,43.187505,2.763915,2.775993,0.962497,0.972792,0.947095,0.954655,0.973562,0.990241,0.568907,0.895765,0.957885,0.981239,89.360346,
802,42.907687,2.720629,2.763915,0.960715,0.969348,0.934522,0.955089,0.979356,0.990218,0.545817,0.884966,0.952579,0.979418,88.580403,
803,42.981185,2.720629,2.720629,0.959497,0.966725,0.939847,0.946903,0.978892,0.990893,0.549548,0.891901,0.954997,0.979388,88.421480,
804,43.017507,2.746854,2.746854,0.963618,0.971112,0.939312,0.953363,0.983783,0.989917,0.556879,0.886829,0.953664,0.978898,89.222114,
805,42.504367,2.778845,2.808063,0.956286,0.967278,0.932369,0.943015,0.977183,0.989139,0.530510,0.874616,0.947209,0.975660,87.201495,
806,42.321021,2.778845,2.778845,0.953539,0.958662,0.928381,0.945510,0.975081,0.989181,0.524122,0.874609,0.946100,0.974748,86.510140,
807,43.052338,2.740566,2.961279,0.958454,0.970402,0.939599,0.946578,0.973324,0.990476,0.561410,0.888644,0.952798,0.978076,88.003803,
808,42.134460,2.740566,2.740566,0.947679,0.962672,0.923322,0.936312,0.964650,0.988220,0.518648,0.862201,0.939660,0.972611,84.792357,
809,41.759994,2.776450,2.800767,0.949182,0.963769,0.924618,0.934468,0.969371,0.986349,0.503630,0.849665,0.933666,0.968754,84.638593,
810,41.295767,2.776450,2.776450,0.942885,0.953793,0.915687,0.927536,0.967085,0.985733,0.476215,0.839157,0.927764,0.965121,82.854094,
811,41.689229,2.796756,2.857859,0.948785,0.964736,0.921375,0.933124,0.969782,0.985806,0.491692,0.841714,0.928975,0.965289,84.147205,
812,41.344005,2.796756,2.796756,0.944414,0.957471,0.919824,0.929976,0.965047,0.985589,0.476179,0.836428,0.924246,0.961749,82.798569,
813,41.381087,2.863675,3.213172,0.943819,0.957271,0.915753,0.924523,0.970489,0.985538,0.477175,0.836598,0.925172,0.962669,82.857495,
814,41.652489,2.803554,2.863675,0.946277,0.963078,0.917055,0.935478,0.963765,0.985773,0.487421,0.838119,0.925356,0.962707,83.290714,
815,41.472511,2.803554,2.803554,0.943588,0.958217,0.910051,0.934499,0.964501,0.985966,0.480108,0.838275,0.925461,0.963031,82.769724,
816,42.384406,2.808275,2.835427,0.949282,0.965114,0.924083,0.934915,0.968930,0.988816,0.526735,0.874250,0.945218,0.973338,85.487320,
817,41.367513,2.808275,2.808275,0.943808,0.952113,0.912243,0.932963,0.969378,0.986092,0.480333,0.846338,0.928222,0.964392,83.031325,
818,41.945175,2.737333,2.842563,0.947763,0.963848,0.921131,0.935443,0.966018,0.987165,0.505085,0.858449,0.935977,0.968009,84.322748,
819,41.258908,2.737333,2.737333,0.940439,0.955010,0.912178,0.924421,0.965109,0.985618,0.472688,0.840517,0.924168,0.960585,81.802942,
820,42.633574,2.918126,2.918126,0.955852,0.969141,0.928031,0.943381,0.975585,0.988910,0.530550,0.877706,0.943977,0.971515,86.815321,
821,42.176244,3.024878,3.028337,0.948553,0.960989,0.919178,0.934362,0.971549,0.988361,0.506013,0.865942,0.935133,0.964485,84.515294,
822,42.250748,2.868459,3.024878,0.949895,0.964291,0.920942,0.940018,0.967650,0.987965,0.512480,0.866811,0.937278,0.967391,84.918552,
823,41.706122,2.868459,2.868459,0.946884,0.956524,0.918565,0.939466,0.966805,0.987120,0.489942,0.857736,0.931114,0.962224,83.672238,
824,42.253692,2.893824,2.893824,0.953862,0.968477,0.923885,0.943073,0.974451,0.988130,0.514025,0.866965,0.936621,0.966056,85.656219,
825,41.337287,2.897668,2.897668,0.941401,0.958352,0.912238,0.932899,0.957354,0.985569,0.477202,0.839818,0.919589,0.954988,81.564085,
826,41.365996,2.721719,3.213593,0.942580,0.957763,0.910319,0.934822,0.961502,0.985955,0.473641,0.840226,0.921846,0.956413,81.816678,
827,41.165932,2.721719,2.721719,0.941576,0.952612,0.911826,0.929334,0.965714,0.986163,0.471192,0.848282,0.925873,0.958951,81.962300,
828,41.267937,2.930507,3.034932,0.944149,0.962356,0.915774,0.926610,0.965353,0.984631,0.476424,0.835066,0.919512,0.954701,82.163375,
829,41.012352,2.903232,2.930507,0.942389,0.953866,0.910848,0.931203,0.965271,0.985399,0.465322,0.838599,0.920336,0.953759,81.743572,
830,41.176582,2.827896,2.903232,0.943811,0.959859,0.911988,0.931074,0.965852,0.985069,0.474678,0.836098,0.918961,0.954016,81.900567,
831,40.794821,2.827896,2.827896,0.938824,0.951001,0.906321,0.924486,0.964670,0.984784,0.458350,0.833452,0.917737,0.954038,80.848966,
832,40.652421,2.948562,2.948562,0.941009,0.957419,0.900592,0.928502,0.965695,0.982617,0.451221,0.811725,0.904542,0.944833,80.274946,
833,40.031244,3.065099,3.069863,0.929942,0.946194,0.893972,0.915030,0.954476,0.980663,0.426641,0.792990,0.891940,0.934962,76.980837,
834,40.250109,3.016970,3.065099,0.936633,0.952701,0.893639,0.919600,0.966198,0.980785,0.434825,0.797264,0.897203,0.940226,78.883225,
835,40.043689,3.016970,3.016970,0.929205,0.943301,0.887894,0.917861,0.956543,0.981468,0.425711,0.801557,0.899479,0.941538,77.538930,
836,40.124972,3.075115,3.075115,0.932766,0.954422,0.889297,0.913890,0.959197,0.978775,0.426698,0.783389,0.889264,0.935206,77.526313,
837,40.899867,3.062261,3.670629,0.938124,0.956243,0.896428,0.923439,0.963587,0.983849,0.458899,0.825018,0.915751,0.952539,80.790040,
838,40.074724,3.062261,3.062261,0.933104,0.944279,0.894881,0.915420,0.961699,0.981758,0.429111,0.805944,0.902874,0.943611,78.669777,
839,40.751428,3.208856,3.233641,0.939885,0.960116,0.900997,0.920614,0.963260,0.982874,0.453240,0.818099,0.910358,0.947720,80.770410,
840,40.818614,3.163556,3.208856,0.942421,0.954921,0.904997,0.931246,0.965481,0.985145,0.462790,0.835346,0.918434,0.952296,81.872138,
841,40.850833,3.079662,3.163556,0.944809,0.958036,0.904372,0.927869,0.971289,0.984429,0.465909,0.832991,0.919349,0.954485,82.479394,
842,39.985847,3.079662,3.079662,0.934856,0.943157,0.894871,0.920872,0.962467,0.982539,0.427329,0.813679,0.908127,0.946378,79.458085,
843,40.321285,3.223427,3.384895,0.938359,0.954518,0.902256,0.921255,0.961719,0.981688,0.437804,0.805914,0.901886,0.944461,79.951723,
844,40.039402,3.223427,3.223427,0.937418,0.946896,0.901437,0.918136,0.965666,0.982412,0.427589,0.809811,0.904621,0.945078,79.927469,
845,41.194521,3.132491,3.301444,0.950061,0.961324,0.915253,0.935532,0.973294,0.985655,0.476767,0.842668,0.926398,0.957607,84.139529,
846,40.498302,3.132491,3.132491,0.943641,0.950075,0.904986,0.926711,0.971177,0.984569,0.448592,0.829973,0.917716,0.952909,82.153476,
847,40.802254,3.163144,3.163144,0.948640,0.959981,0.909130,0.935216,0.973358,0.984106,0.460921,0.826463,0.916919,0.952010,83.114812,
848,40.711159,3.177966,3.177966,0.947849,0.953083,0.911022,0.933846,0.972851,0.985361,0.459492,0.837102,0.922583,0.955440,83.447217,
849,40.618742,3.166956,3.225306,0.945896,0.958768,0.907683,0.931153,0.969262,0.983083,0.457034,0.815913,0.908896,0.947639,81.913764,
850,40.127583,3.131973,3.166956,0.944364,0.950187,0.907238,0.927163,0.971803,0.982041,0.435409,0.811691,0.907652,0.947706,81.571340,
851,40.729116,3.001286,3.131973,0.950520,0.960761,0.911503,0.934762,0.974831,0.983469,0.458838,0.823223,0.913762,0.950019,83.053682,
852,39.892756,3.001286,3.001286,0.941422,0.950859,0.899400,0.929840,0.964620,0.980662,0.420675,0.795420,0.896689,0.939689,79.848159,
853,40.564867,2.997243,3.139363,0.950806,0.962736,0.916039,0.938757,0.971381,0.982101,0.446229,0.811557,0.907479,0.946591,82.648136,
854,40.336588,2.997243,2.997243,0.950273,0.955002,0.916780,0.938755,0.972429,0.982797,0.436704,0.815771,0.910127,0.947277,82.709636,
855,41.088469,3.008210,3.008210,0.955794,0.964232,0.916887,0.947579,0.975596,0.985352,0.471958,0.837618,0.922351,0.955862,84.921592,
856,40.569609,2.999892,3.110932,0.951607,0.955843,0.922212,0.941815,0.970877,0.984273,0.448647,0.826957,0.914973,0.951164,83.435858,
857,40.715222,2.999892,2.999892,0.956487,0.963728,0.924886,0.947434,0.974317,0.982753,0.455306,0.816953,0.909049,0.945764,83.812036,
858,40.392705,2.965375,3.036012,0.954775,0.956289,0.924155,0.946116,0.975395,0.982875,0.438288,0.814155,0.907532,0.945106,83.348080,
859,40.759539,2.965375,2.965375,0.958695,0.966737,0.926366,0.949389,0.978644,0.982287,0.454909,0.815337,0.907841,0.946254,84.229879,
860,40.693162,2.853129,3.794376,0.958199,0.963464,0.927166,0.957930,0.972257,0.982671,0.442989,0.809314,0.905995,0.944409,83.821587,
861,40.896297,2.853129,2.853129,0.963952,0.961039,0.935988,0.958434,0.983296,0.984816,0.457978,0.832337,0.919002,0.952128,86.077432,
862,40.891317,2.838432,2.974896,0.964857,0.969369,0.938625,0.955941,0.981938,0.982873,0.458346,0.817227,0.909780,0.947191,85.519290,
863,40.350492,2.822343,2.838432,0.962005,0.958855,0.931962,0.956400,0.982466,0.981788,0.429561,0.804058,0.902426,0.942642,84.354307,
864,41.197410,2.822343,2.822343,0.968576,0.967697,0.944882,0.963546,0.985018,0.983958,0.462087,0.822612,0.914428,0.951980,86.824883,
865,40.666349,2.775240,2.992844,0.962589,0.963744,0.937676,0.960001,0.977522,0.982226,0.435129,0.805684,0.904173,0.944775,84.637090,
866,40.917203,2.775240,2.775240,0.966519,0.969161,0.941212,0.962917,0.981888,0.982250,0.443684,0.808017,0.906552,0.947516,85.742564,
867,40.213320,2.757733,2.821376,0.960647,0.958691,0.932378,0.957348,0.979667,0.980228,0.410604,0.789656,0.895259,0.939046,83.525813,
868,40.970001,2.713512,2.757733,0.966090,0.967894,0.941028,0.962096,0.981922,0.982016,0.442517,0.805582,0.905160,0.945378,85.369187,
869,40.913653,2.693340,2.713512,0.965686,0.965940,0.938772,0.960852,0.983855,0.983347,0.436907,0.815586,0.912925,0.951307,86.021544,
870,41.645371,2.647865,2.693340,0.970185,0.971107,0.946118,0.963767,0.987292,0.985417,0.472472,0.836567,0.924087,0.955976,87.625194,
871,41.481513,2.647865,2.647865,0.967785,0.963984,0.941928,0.964240,0.986091,0.986784,0.469374,0.849611,0.931666,0.960921,87.810186,
872,41.917261,2.633815,2.740602,0.969026,0.971324,0.944942,0.962353,0.985687,0.986623,0.489668,0.848957,0.931899,0.961138,88.041629,
873,41.552466,2.633815,2.633815,0.966358,0.966783,0.943116,0.963011,0.981077,0.986274,0.468931,0.843582,0.928739,0.959668,87.277321,
874,42.569789,2.616242,2.751665,0.970751,0.972069,0.948370,0.967241,0.984548,0.989581,0.522354,0.879078,0.947751,0.970438,89.722854,
875,42.090482,2.616242,2.616242,0.966694,0.963555,0.943280,0.962655,0.983684,0.989251,0.501876,0.875048,0.944400,0.968414,88.591654,
876,42.569985,2.772819,2.854323,0.971103,0.970364,0.947866,0.966130,0.987598,0.989912,0.523935,0.880773,0.947543,0.971328,90.045252,
877,42.572112,2.663685,2.772819,0.970928,0.965068,0.947206,0.965596,0.990495,0.990921,0.525565,0.891599,0.952401,0.973560,90.266578,
878,42.714485,2.663685,2.663685,0.970289,0.969045,0.950194,0.964832,0.985669,0.990298,0.533801,0.883746,0.947619,0.971446,89.739464,
