Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
71,41.371174,4.959744,7.838965,0.996175,0.984004,0.968966,0.972366,0.985129,0.993152,0.683209,0.950953,0.977549,0.987053,98.056633,
72,40.876392,4.959744,4.959744,0.996010,0.980525,0.962811,0.968016,0.981575,0.991025,0.673181,0.944818,0.973723,0.984564,96.910311,
73,41.057297,0.031451,8.166526,0.996047,0.980765,0.965910,0.967813,0.981952,0.990787,0.676148,0.947524,0.975795,0.986141,91.000950,
74,41.068786,0.031451,0.031451,0.996065,0.980882,0.965948,0.967857,0.982074,0.990958,0.676756,0.947560,0.975827,0.986087,91.022516,
75,40.596696,5.217878,8.470058,0.995533,0.977505,0.961072,0.962661,0.978682,0.989105,0.665567,0.940588,0.971610,0.983367,96.363463,
76,40.781156,5.217878,5.217878,0.995557,0.978028,0.963040,0.962896,0.979533,0.989044,0.668517,0.941417,0.972392,0.983625,96.534996,
77,41.108985,0.007158,7.558989,0.995970,0.980511,0.964821,0.966337,0.982365,0.990690,0.673116,0.949921,0.977579,0.987187,91.088057,
78,41.291507,0.007158,0.007158,0.996107,0.981437,0.965721,0.967971,0.983067,0.991447,0.677803,0.951854,0.978565,0.987847,91.383727,
79,41.223068,6.053554,6.876455,0.995974,0.979697,0.965058,0.965645,0.980630,0.990347,0.676795,0.949218,0.976781,0.986500,98.349202,
80,36.000783,6.053554,6.053554,0.985845,0.955970,0.932936,0.928182,0.953907,0.977798,0.489306,0.858126,0.931991,0.958813,89.028328,
81,37.462479,0.022074,7.587180,0.990142,0.969160,0.947288,0.945479,0.969610,0.986157,0.531279,0.893077,0.951832,0.972485,86.552358,
82,37.473687,0.022074,0.022074,0.990167,0.969072,0.947347,0.945349,0.969586,0.985997,0.532079,0.893142,0.951991,0.972646,86.551116,
83,37.248087,4.468207,7.481082,0.989962,0.966340,0.937999,0.941765,0.967440,0.985856,0.528485,0.892213,0.951402,0.971628,91.221726,
84,37.707652,4.468207,4.468207,0.990358,0.966755,0.943933,0.941485,0.968079,0.984492,0.540468,0.897185,0.951835,0.971654,91.324892,
85,38.252341,0.006878,6.743712,0.991442,0.971349,0.947468,0.949960,0.972364,0.988049,0.555359,0.911638,0.961552,0.977993,87.815694,
86,38.434782,0.006878,0.006878,0.991881,0.972153,0.948398,0.951615,0.973129,0.988434,0.561742,0.914768,0.962858,0.978732,88.093028,
87,38.496899,3.406647,6.203096,0.991507,0.972309,0.951872,0.950333,0.974115,0.987545,0.559548,0.911730,0.959104,0.976623,91.965113,
88,38.535505,3.406647,3.406647,0.991559,0.971217,0.947858,0.951520,0.971936,0.987252,0.558934,0.913596,0.960500,0.977335,91.850759,
89,38.519808,0.050113,7.101757,0.991361,0.972162,0.951903,0.949913,0.974762,0.987119,0.556672,0.913573,0.962542,0.978928,88.159840,
90,38.451177,0.050113,0.050113,0.991310,0.971979,0.951488,0.949706,0.974508,0.987079,0.553604,0.912703,0.962068,0.978679,88.086259,
91,37.912907,5.207675,7.380994,0.989501,0.965483,0.946477,0.939903,0.965876,0.983100,0.539127,0.895279,0.948914,0.969957,91.654990,
92,37.482584,5.207675,5.207675,0.988378,0.963584,0.944600,0.935349,0.963657,0.982401,0.522317,0.882327,0.941596,0.965224,90.568631,
93,38.034195,0.013567,8.712869,0.989594,0.966732,0.948913,0.941741,0.965495,0.985223,0.538045,0.897330,0.950894,0.971562,85.900993,
94,38.470913,0.013567,0.013567,0.990539,0.969312,0.952084,0.947591,0.968135,0.986000,0.552070,0.906742,0.955898,0.974433,86.866855,
95,38.296862,4.453311,8.701581,0.990400,0.968474,0.949814,0.946520,0.968774,0.984606,0.542061,0.907420,0.956694,0.975466,92.198678,
96,38.305517,4.453311,4.453311,0.990586,0.968670,0.946738,0.947267,0.968380,0.985678,0.544352,0.911001,0.958483,0.976230,92.381807,
97,39.044510,0.020800,7.133801,0.991652,0.972198,0.956022,0.949948,0.972352,0.987671,0.567313,0.920697,0.963089,0.978816,88.135646,
98,39.044047,0.020800,0.020800,0.991646,0.972188,0.956033,0.949923,0.972373,0.987640,0.567603,0.920597,0.963014,0.978719,88.121833,
99,37.798877,4.013757,6.679782,0.989050,0.965478,0.942396,0.941334,0.967104,0.982974,0.525094,0.899040,0.950359,0.970012,90.344701,
